condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
Control,1,5,1.9,67.2,-237.75
Control,1,5,1.9,67.4,-236.83
Control,1,5,1.9,67.6,-235.79
Control,1,5,1.9,67.8,-234.68
Control,1,5,1.9,68.0,-233.48
Control,1,5,1.9,68.2,-232.1
Control,1,5,1.9,68.4,-230.44
Control,1,5,1.9,68.6,-228.37
Control,1,5,1.9,68.8,-225.75
Control,1,5,1.9,69.0,-222.52
Control,1,5,1.9,69.2,-218.68
Control,1,5,1.9,69.4,-214.31
Control,1,5,1.9,69.6,-209.61
Control,1,5,1.9,69.8,-204.84
Control,1,5,1.9,70.0,-200.32
Control,1,5,1.9,70.2,-196.39
Control,1,5,1.9,70.4,-193.38
Control,1,5,1.9,70.6,-191.5
Control,1,5,1.9,70.8,-190.89
Control,1,5,1.9,71.0,-191.47
Control,1,5,1.9,71.2,-193.04
Control,1,5,1.9,71.4,-195.17
Control,1,5,1.9,71.6,-197.32
Control,1,5,1.9,71.8,-198.79
Control,1,5,1.9,72.0,-198.88
Control,1,5,1.9,72.2,-196.89
Control,1,5,1.9,72.4,-192.21
Control,1,5,1.9,72.6,-184.42
Control,1,5,1.9,72.8,-173.31
Control,1,5,1.9,73.0,-158.94
Control,1,5,1.9,73.2,-141.64
Control,1,5,1.9,73.4,-121.97
Control,1,5,1.9,73.6,-100.72
Control,1,5,1.9,73.8,-78.78
Control,1,5,1.9,74.0,-57.12
Control,1,5,1.9,74.2,-36.64
Control,1,5,1.9,74.4,-18.12
Control,1,5,1.9,74.6,-2.13
Control,1,5,1.9,74.8,10.99
Control,1,5,1.9,75.0,21.2
Control,1,5,1.9,75.2,28.72
Control,1,5,1.9,75.4,34.0
Control,1,5,1.9,75.6,37.63
Control,1,5,1.9,75.8,40.33
Control,1,5,1.9,76.0,42.79
Control,1,5,1.9,76.2,45.61
Control,1,5,1.9,76.4,49.23
Control,1,5,1.9,76.6,53.9
Control,1,5,1.9,76.8,59.6
Control,1,5,1.9,77.0,66.11
Control,1,5,1.9,77.2,73.0
Control,1,5,1.9,77.4,79.71
Control,1,5,1.9,77.6,85.6
Control,1,5,1.9,77.8,90.05
Control,1,5,1.9,78.0,92.55
Control,1,5,1.9,78.2,92.74
Control,1,5,1.9,78.4,90.46
Control,1,5,1.9,78.6,85.79
Control,1,5,1.9,78.8,79.03
Control,1,5,1.9,79.0,70.64
Control,1,5,1.9,79.2,61.25
Control,1,5,1.9,79.4,51.52
Control,1,5,1.9,79.6,42.11
Control,1,5,1.9,79.8,33.61
Control,1,5,1.9,80.0,26.48
Control,1,5,1.9,80.2,20.98
Control,1,5,1.9,80.4,17.21
Control,1,5,1.9,80.6,15.1
Control,1,5,1.9,80.8,14.43
Control,1,5,1.9,81.0,14.9
Control,1,5,1.9,81.2,16.16
Control,1,5,1.9,81.4,17.92
Control,1,5,1.9,81.6,19.95
Control,1,5,1.9,81.8,22.14
Control,1,5,1.9,82.0,24.53
Control,1,5,1.9,82.2,27.29
Control,1,5,1.9,82.4,30.7
Control,1,5,1.9,82.6,35.08
Control,1,5,1.9,82.8,40.8
Control,1,5,1.9,83.0,48.14
Control,1,5,1.9,83.2,57.31
Control,1,5,1.9,83.4,68.34
Control,1,5,1.9,83.6,81.09
Control,1,5,1.9,83.8,95.26
Control,1,5,1.9,84.0,110.36
Control,1,5,1.9,84.2,125.79
Control,1,5,1.9,84.4,140.89
Control,1,5,1.9,84.6,154.98
Control,1,5,1.9,84.8,167.48
Control,1,5,1.9,85.0,177.89
Control,1,5,1.9,85.2,185.93
Control,1,5,1.9,85.4,191.5
Control,1,5,1.9,85.6,194.72
Control,1,5,1.9,85.8,195.88
Control,1,5,1.9,86.0,195.43
Control,1,5,1.9,86.2,193.95
Control,1,5,1.9,86.4,192.01
Control,1,5,1.9,86.6,190.19
Control,1,5,1.9,86.8,188.95
Control,1,5,1.9,87.0,188.66
Control,1,5,1.9,87.2,189.5
Control,1,5,1.9,87.4,191.5
Control,1,5,1.9,87.6,194.54
Control,1,5,1.9,87.8,198.37
Control,1,5,1.9,88.0,202.65
Control,1,5,1.9,88.2,207.04
Control,1,5,1.9,88.4,211.17
Control,1,5,1.9,88.6,214.75
Control,1,5,1.9,88.8,217.6
Control,1,5,1.9,89.0,219.62
Control,1,5,1.9,89.2,220.82
Control,1,5,1.9,89.4,221.32
Control,1,5,1.9,89.6,221.3
Control,1,5,1.9,89.8,221.0
Control,1,5,1.9,90.0,220.63
Control,1,5,1.9,90.2,220.4
Control,1,5,1.9,90.4,220.43
Control,1,5,1.9,90.6,220.81
Control,1,5,1.9,90.8,221.51
Control,1,5,1.9,91.0,222.45
Control,1,5,1.9,91.2,223.51
Control,1,5,1.9,91.4,224.53
Control,1,5,1.9,91.6,225.36
Control,1,5,1.9,91.8,225.86
Control,1,5,1.9,92.0,225.96
Control,1,5,1.9,92.2,225.65
Control,1,5,1.9,92.4,224.98
Control,1,5,1.9,92.6,224.05
Control,1,5,1.9,92.8,223.02
Control,1,5,1.9,93.0,222.05
Control,1,5,1.9,93.2,221.3
Control,1,5,1.9,93.4,220.89
Control,1,5,1.9,93.6,220.91
Control,1,5,1.9,93.8,221.37
Control,1,5,1.9,94.0,222.21
Control,1,5,1.9,94.2,223.31
Control,1,5,1.9,94.4,224.54
Control,1,5,1.9,94.6,225.69
Control,1,5,1.9,94.8,226.61
Control,1,5,1.9,95.0,227.16
Control,1,5,1.9,95.2,227.22
Control,1,5,1.9,95.4,226.79
Control,1,5,1.9,95.6,225.89
Control,1,5,1.9,95.8,224.62
Control,1,5,1.9,96.0,223.15
Control,1,5,1.9,96.2,221.65
Control,1,5,1.9,96.4,220.32
Control,1,5,1.9,96.6,219.33
Control,1,5,1.9,96.8,218.8
Control,1,5,1.9,97.0,218.83
Control,1,5,1.9,97.2,219.43
Control,1,5,1.9,97.4,220.53
Control,1,5,1.9,97.6,222.06
Control,1,5,1.9,97.8,223.87
Control,1,5,1.9,98.0,225.8
Control,1,5,1.9,98.2,227.71
Control,1,5,1.9,98.4,229.48
Control,1,5,1.9,98.6,231.03
Control,1,5,1.9,98.8,232.34
Control,1,5,1.9,99.0,233.41
Control,1,5,1.9,99.2,234.31
Control,1,5,1.9,99.4,235.12
Control,1,5,1.9,99.6,235.95
Control,1,5,1.9,99.8,236.88
Control,1,5,1.9,100.0,237.96
Control,1,5,1.9,100.2,239.19
Control,1,5,1.9,100.4,240.55
Control,1,5,1.9,100.6,241.93
Control,1,5,1.9,100.8,243.21
Control,1,5,1.9,101.0,244.23
Control,1,5,1.9,101.2,244.82
Control,1,5,1.9,101.4,244.83
Control,1,5,1.9,101.6,244.17
Control,1,5,1.9,101.8,242.77
Control,1,5,1.9,102.0,240.63
Control,1,5,1.9,102.2,237.83
Control,1,5,1.9,102.4,234.51
Control,1,5,1.9,102.6,230.83
Control,1,5,1.9,102.8,226.98
Control,1,5,1.9,103.0,223.17
Control,1,5,1.9,103.2,219.58
Control,1,5,1.9,103.4,216.32
Control,1,5,1.9,103.6,213.5
Control,1,5,1.9,103.8,211.12
Control,1,5,1.9,104.0,209.15
Control,1,5,1.9,104.2,207.51
Control,1,5,1.9,104.4,206.08
Control,1,5,1.9,104.6,204.75
Control,1,5,1.9,104.8,203.41
Control,1,5,1.9,105.0,201.97
Control,1,5,1.9,105.2,200.41
Control,1,5,1.9,105.4,198.73
Control,1,5,1.9,105.6,197.0
Control,1,5,1.9,105.8,195.32
Control,1,5,1.9,106.0,193.82
Control,1,5,1.9,106.2,192.64
Control,1,5,1.9,106.4,191.88
Control,1,5,1.9,106.6,191.64
Control,1,5,1.9,106.8,191.95
Control,1,5,1.9,107.0,192.79
Control,1,5,1.9,107.2,194.09
Control,1,5,1.9,107.4,195.74
Control,1,5,1.9,107.6,197.58
Control,1,5,1.9,107.8,199.46
Control,1,5,1.9,108.0,201.23
Control,1,5,1.9,108.2,202.78
Control,1,5,1.9,108.4,204.05
Control,1,5,1.9,108.6,205.01
Control,1,5,1.9,108.8,205.71
Control,1,5,1.9,109.0,206.25
Control,1,5,1.9,109.2,206.74
Control,1,5,1.9,109.4,207.33
Control,1,5,1.9,109.6,208.16
Control,1,5,1.9,109.8,209.34
Control,1,5,1.9,110.0,210.91
Control,1,5,1.9,110.2,212.9
Control,1,5,1.9,110.4,215.23
Control,1,5,1.9,110.6,217.81
Control,1,5,1.9,110.8,220.47
Control,1,5,1.9,111.0,223.05
Control,1,5,1.9,111.2,225.36
Control,1,5,1.9,111.4,227.26
Control,1,5,1.9,111.6,228.63
Control,1,5,1.9,111.8,229.43
Control,1,5,1.9,112.0,229.64
Control,1,5,1.9,112.2,229.35
Control,1,5,1.9,112.4,228.67
Control,1,5,1.9,112.6,227.74
Control,1,5,1.9,112.8,226.72
Control,1,5,1.9,113.0,225.76
Control,1,5,1.9,113.2,224.96
Control,1,5,1.9,113.4,224.39
Control,1,5,1.9,113.6,224.06
Control,1,5,1.9,113.8,223.91
Control,1,5,1.9,114.0,223.87
Control,1,5,1.9,114.2,223.8
Control,1,5,1.9,114.4,223.58
Control,1,5,1.9,114.6,223.09
Control,1,5,1.9,114.8,222.28
Control,1,5,1.9,115.0,221.11
Control,1,5,1.9,115.2,219.62
Control,1,5,1.9,115.4,217.92
Control,1,5,1.9,115.6,216.17
Control,1,5,1.9,115.8,214.54
Control,1,5,1.9,116.0,213.24
Control,1,5,1.9,116.2,212.44
Control,1,5,1.9,116.4,212.28
Control,1,5,1.9,116.6,212.83
Control,1,5,1.9,116.8,214.09
Control,1,5,1.9,117.0,215.98
Control,1,5,1.9,117.2,218.34
Control,1,5,1.9,117.4,220.98
Control,1,5,1.9,117.6,223.66
Control,1,5,1.9,117.8,226.16
Control,1,5,1.9,118.0,228.28
Control,1,5,1.9,118.2,229.89
Control,1,5,1.9,118.4,230.92
Control,1,5,1.9,118.6,231.38
Control,1,5,1.9,118.8,231.38
Control,1,5,1.9,119.0,231.08
Control,1,5,1.9,119.2,230.68
Control,1,5,1.9,119.4,230.39
Control,1,5,1.9,119.6,230.39
Control,1,5,1.9,119.8,230.81
Control,1,5,1.9,120.0,231.69
Control,1,5,1.9,120.2,232.99
Control,1,5,1.9,120.4,234.57
Control,1,5,1.9,120.6,236.22
Control,1,5,1.9,120.8,237.63
Control,1,5,1.9,121.0,238.52
Control,1,5,1.9,121.2,238.59
Control,1,5,1.9,121.4,237.58
Control,1,5,1.9,121.6,235.34
Control,1,5,1.9,121.8,231.8
Control,1,5,1.9,122.0,227.03
Control,1,5,1.9,122.2,221.19
Control,1,5,1.9,122.4,214.55
Control,1,5,1.9,122.6,207.43
Control,1,5,1.9,122.8,200.21
Control,1,5,1.9,123.0,193.23
Control,1,5,1.9,123.2,186.8
Control,1,5,1.9,123.4,181.13
Control,1,5,1.9,123.6,176.34
Control,1,5,1.9,123.8,172.44
Control,1,5,1.9,124.0,169.33
Control,1,5,1.9,124.2,166.84
Control,1,5,1.9,124.4,164.74
Control,1,5,1.9,124.6,162.79
Control,1,5,1.9,124.8,160.79
Control,1,5,1.9,125.0,158.58
Control,1,5,1.9,125.2,156.11
Control,1,5,1.9,125.4,153.41
Control,1,5,1.9,125.6,150.64
Control,1,5,1.9,125.8,148.02
Control,1,5,1.9,126.0,145.84
Control,1,5,1.9,126.2,144.4
Control,1,5,1.9,126.4,143.97
Control,1,5,1.9,126.6,144.76
Control,1,5,1.9,126.8,146.89
Control,1,5,1.9,127.0,150.33
Control,1,5,1.9,127.2,154.95
Control,1,5,1.9,127.4,160.48
Control,1,5,1.9,127.6,166.55
Control,1,5,1.9,127.8,172.73
Control,1,5,1.9,128.0,178.59
Control,1,5,1.9,128.2,183.7
Control,1,5,1.9,128.4,187.74
Control,1,5,1.9,128.6,190.48
Control,1,5,1.9,128.8,191.83
Control,1,5,1.9,129.0,191.84
Control,1,5,1.9,129.2,190.7
Control,1,5,1.9,129.4,188.67
Control,1,5,1.9,129.6,186.13
Control,1,5,1.9,129.8,183.43
Control,1,5,1.9,130.0,180.93
Control,1,5,1.9,130.2,178.89
Control,1,5,1.9,130.4,177.49
Control,1,5,1.9,130.6,176.76
Control,1,5,1.9,130.8,176.63
Control,1,5,1.9,131.0,176.88
Control,1,5,1.9,131.2,177.21
Control,1,5,1.9,131.4,177.28
Control,1,5,1.9,131.6,176.72
Control,1,5,1.9,131.8,175.22
Control,1,5,1.9,132.0,172.52
Control,1,5,1.9,132.2,168.5
Control,1,5,1.9,132.4,163.14
Control,1,5,1.9,132.6,156.58
Control,1,5,1.9,132.8,149.06
Control,1,5,1.9,133.0,140.93
Control,1,5,1.9,133.2,132.62
Control,1,5,1.9,133.4,124.54
Control,1,5,1.9,133.6,117.13
Control,1,5,1.9,133.8,110.72
Control,1,5,1.9,134.0,105.6
Control,1,5,1.9,134.2,101.93
Control,1,5,1.9,134.4,99.74
Control,1,5,1.9,134.6,98.97
Control,1,5,1.9,134.8,99.46
Control,1,5,1.9,135.0,100.95
Control,1,5,1.9,135.2,103.17
Control,1,5,1.9,135.4,105.8
Control,1,5,1.9,135.6,108.54
Control,1,5,1.9,135.8,111.12
Control,1,5,1.9,136.0,113.32
Control,1,5,1.9,136.2,114.98
Control,1,5,1.9,136.4,115.97
Control,1,5,1.9,136.6,116.25
Control,1,5,1.9,136.8,115.82
Control,1,5,1.9,137.0,114.72
Control,1,5,1.9,137.2,113.0
Control,1,5,1.9,137.4,110.78
Control,1,5,1.9,137.6,108.17
Control,1,5,1.9,137.8,105.31
Control,1,5,1.9,138.0,102.36
Control,1,5,1.9,138.2,99.48
Control,1,5,1.9,138.4,96.86
Control,1,5,1.9,138.6,94.67
Control,1,5,1.9,138.8,93.08
Control,1,5,1.9,139.0,92.25
Control,1,5,1.9,139.2,92.28
Control,1,5,1.9,139.4,93.23
Control,1,5,1.9,139.6,95.06
Control,1,5,1.9,139.8,97.67
Control,1,5,1.9,140.0,100.86
Control,1,5,1.9,140.2,104.34
Control,1,5,1.9,140.4,107.73
Control,1,5,1.9,140.6,110.64
Control,1,5,1.9,140.8,112.64
Control,1,5,1.9,141.0,113.33
Control,1,5,1.9,141.2,112.38
Control,1,5,1.9,141.4,109.56
Control,1,5,1.9,141.6,104.79
Control,1,5,1.9,141.8,98.14
Control,1,5,1.9,142.0,89.86
Control,1,5,1.9,142.2,80.31
Control,1,5,1.9,142.4,70.02
Control,1,5,1.9,142.6,59.57
Control,1,5,1.9,142.8,49.55
Control,1,5,1.9,143.0,40.54
Control,1,5,1.9,143.2,33.0
Control,1,5,1.9,143.4,27.25
Control,1,5,1.9,143.6,23.43
Control,1,5,1.9,143.8,21.48
Control,1,5,1.9,144.0,21.13
Control,1,5,1.9,144.2,21.95
