condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
Control,1,5,1.9,65.4,-219.59
Control,1,5,1.9,65.6,-223.59
Control,1,5,1.9,65.8,-227.16
Control,1,5,1.9,66.0,-230.12
Control,1,5,1.9,66.2,-232.35
Control,1,5,1.9,66.4,-233.82
Control,1,5,1.9,66.6,-234.57
Control,1,5,1.9,66.8,-234.7
Control,1,5,1.9,67.0,-234.34
Control,1,5,1.9,67.2,-233.63
Control,1,5,1.9,67.4,-232.72
Control,1,5,1.9,67.6,-231.7
Control,1,5,1.9,67.8,-230.61
Control,1,5,1.9,68.0,-229.43
Control,1,5,1.9,68.2,-228.08
Control,1,5,1.9,68.4,-226.45
Control,1,5,1.9,68.6,-224.41
Control,1,5,1.9,68.8,-221.83
Control,1,5,1.9,69.0,-218.66
Control,1,5,1.9,69.2,-214.88
Control,1,5,1.9,69.4,-210.6
Control,1,5,1.9,69.6,-205.98
Control,1,5,1.9,69.8,-201.29
Control,1,5,1.9,70.0,-196.85
Control,1,5,1.9,70.2,-192.99
Control,1,5,1.9,70.4,-190.02
Control,1,5,1.9,70.6,-188.18
Control,1,5,1.9,70.8,-187.58
Control,1,5,1.9,71.0,-188.16
Control,1,5,1.9,71.2,-189.69
Control,1,5,1.9,71.4,-191.79
Control,1,5,1.9,71.6,-193.9
Control,1,5,1.9,71.8,-195.35
Control,1,5,1.9,72.0,-195.43
Control,1,5,1.9,72.2,-193.47
Control,1,5,1.9,72.4,-188.88
Control,1,5,1.9,72.6,-181.22
Control,1,5,1.9,72.8,-170.3
Control,1,5,1.9,73.0,-156.18
Control,1,5,1.9,73.2,-139.18
Control,1,5,1.9,73.4,-119.86
Control,1,5,1.9,73.6,-98.97
Control,1,5,1.9,73.8,-77.42
Control,1,5,1.9,74.0,-56.13
Control,1,5,1.9,74.2,-36.0
Control,1,5,1.9,74.4,-17.8
Control,1,5,1.9,74.6,-2.1
Control,1,5,1.9,74.8,10.8
Control,1,5,1.9,75.0,20.83
Control,1,5,1.9,75.2,28.22
Control,1,5,1.9,75.4,33.41
Control,1,5,1.9,75.6,36.98
Control,1,5,1.9,75.8,39.64
Control,1,5,1.9,76.0,42.05
Control,1,5,1.9,76.2,44.82
Control,1,5,1.9,76.4,48.38
Control,1,5,1.9,76.6,52.96
Control,1,5,1.9,76.8,58.57
Control,1,5,1.9,77.0,64.97
Control,1,5,1.9,77.2,71.74
Control,1,5,1.9,77.4,78.33
Control,1,5,1.9,77.6,84.11
Control,1,5,1.9,77.8,88.49
Control,1,5,1.9,78.0,90.94
Control,1,5,1.9,78.2,91.13
Control,1,5,1.9,78.4,88.89
Control,1,5,1.9,78.6,84.3
Control,1,5,1.9,78.8,77.66
Control,1,5,1.9,79.0,69.42
Control,1,5,1.9,79.2,60.19
Control,1,5,1.9,79.4,50.62
Control,1,5,1.9,79.6,41.38
Control,1,5,1.9,79.8,33.03
Control,1,5,1.9,80.0,26.02
Control,1,5,1.9,80.2,20.61
Control,1,5,1.9,80.4,16.91
Control,1,5,1.9,80.6,14.84
Control,1,5,1.9,80.8,14.18
Control,1,5,1.9,81.0,14.64
Control,1,5,1.9,81.2,15.88
Control,1,5,1.9,81.4,17.61
Control,1,5,1.9,81.6,19.6
Control,1,5,1.9,81.8,21.76
Control,1,5,1.9,82.0,24.11
Control,1,5,1.9,82.2,26.82
Control,1,5,1.9,82.4,30.16
Control,1,5,1.9,82.6,34.47
Control,1,5,1.9,82.8,40.09
Control,1,5,1.9,83.0,47.31
Control,1,5,1.9,83.2,56.32
Control,1,5,1.9,83.4,67.15
Control,1,5,1.9,83.6,79.69
Control,1,5,1.9,83.8,93.61
Control,1,5,1.9,84.0,108.45
Control,1,5,1.9,84.2,123.61
Control,1,5,1.9,84.4,138.45
Control,1,5,1.9,84.6,152.3
Control,1,5,1.9,84.8,164.57
Control,1,5,1.9,85.0,174.81
Control,1,5,1.9,85.2,182.71
Control,1,5,1.9,85.4,188.18
Control,1,5,1.9,85.6,191.34
Control,1,5,1.9,85.8,192.48
Control,1,5,1.9,86.0,192.05
Control,1,5,1.9,86.2,190.59
Control,1,5,1.9,86.4,188.68
Control,1,5,1.9,86.6,186.89
Control,1,5,1.9,86.8,185.67
Control,1,5,1.9,87.0,185.39
Control,1,5,1.9,87.2,186.21
Control,1,5,1.9,87.4,188.18
Control,1,5,1.9,87.6,191.17
Control,1,5,1.9,87.8,194.93
Control,1,5,1.9,88.0,199.14
Control,1,5,1.9,88.2,203.45
Control,1,5,1.9,88.4,207.5
Control,1,5,1.9,88.6,211.03
Control,1,5,1.9,88.8,213.83
Control,1,5,1.9,89.0,215.81
Control,1,5,1.9,89.2,216.99
Control,1,5,1.9,89.4,217.48
Control,1,5,1.9,89.6,217.47
Control,1,5,1.9,89.8,217.17
Control,1,5,1.9,90.0,216.81
Control,1,5,1.9,90.2,216.58
Control,1,5,1.9,90.4,216.61
Control,1,5,1.9,90.6,216.98
Control,1,5,1.9,90.8,217.67
Control,1,5,1.9,91.0,218.6
Control,1,5,1.9,91.2,219.64
Control,1,5,1.9,91.4,220.64
Control,1,5,1.9,91.6,221.45
Control,1,5,1.9,91.8,221.95
Control,1,5,1.9,92.0,222.05
Control,1,5,1.9,92.2,221.74
Control,1,5,1.9,92.4,221.08
Control,1,5,1.9,92.6,220.17
Control,1,5,1.9,92.8,219.15
Control,1,5,1.9,93.0,218.2
Control,1,5,1.9,93.2,217.46
Control,1,5,1.9,93.4,217.06
Control,1,5,1.9,93.6,217.08
Control,1,5,1.9,93.8,217.53
Control,1,5,1.9,94.0,218.35
Control,1,5,1.9,94.2,219.44
Control,1,5,1.9,94.4,220.64
Control,1,5,1.9,94.6,221.78
Control,1,5,1.9,94.8,222.69
Control,1,5,1.9,95.0,223.22
Control,1,5,1.9,95.2,223.28
Control,1,5,1.9,95.4,222.86
Control,1,5,1.9,95.6,221.97
Control,1,5,1.9,95.8,220.73
Control,1,5,1.9,96.0,219.28
Control,1,5,1.9,96.2,217.81
Control,1,5,1.9,96.4,216.5
Control,1,5,1.9,96.6,215.52
Control,1,5,1.9,96.8,215.01
Control,1,5,1.9,97.0,215.04
Control,1,5,1.9,97.2,215.62
Control,1,5,1.9,97.4,216.71
Control,1,5,1.9,97.6,218.21
Control,1,5,1.9,97.8,219.98
Control,1,5,1.9,98.0,221.88
Control,1,5,1.9,98.2,223.76
Control,1,5,1.9,98.4,225.5
Control,1,5,1.9,98.6,227.03
Control,1,5,1.9,98.8,228.31
Control,1,5,1.9,99.0,229.36
Control,1,5,1.9,99.2,230.24
Control,1,5,1.9,99.4,231.05
Control,1,5,1.9,99.6,231.86
Control,1,5,1.9,99.8,232.77
Control,1,5,1.9,100.0,233.83
Control,1,5,1.9,100.2,235.05
Control,1,5,1.9,100.4,236.38
Control,1,5,1.9,100.6,237.74
Control,1,5,1.9,100.8,238.99
Control,1,5,1.9,101.0,239.99
Control,1,5,1.9,101.2,240.57
Control,1,5,1.9,101.4,240.59
Control,1,5,1.9,101.6,239.94
Control,1,5,1.9,101.8,238.56
Control,1,5,1.9,102.0,236.46
Control,1,5,1.9,102.2,233.71
Control,1,5,1.9,102.4,230.44
Control,1,5,1.9,102.6,226.82
Control,1,5,1.9,102.8,223.05
Control,1,5,1.9,103.0,219.3
Control,1,5,1.9,103.2,215.77
Control,1,5,1.9,103.4,212.57
Control,1,5,1.9,103.6,209.8
Control,1,5,1.9,103.8,207.46
Control,1,5,1.9,104.0,205.52
Control,1,5,1.9,104.2,203.91
Control,1,5,1.9,104.4,202.51
Control,1,5,1.9,104.6,201.21
Control,1,5,1.9,104.8,199.88
Control,1,5,1.9,105.0,198.47
Control,1,5,1.9,105.2,196.93
Control,1,5,1.9,105.4,195.28
Control,1,5,1.9,105.6,193.58
Control,1,5,1.9,105.8,191.93
Control,1,5,1.9,106.0,190.46
Control,1,5,1.9,106.2,189.3
Control,1,5,1.9,106.4,188.56
Control,1,5,1.9,106.6,188.32
Control,1,5,1.9,106.8,188.62
Control,1,5,1.9,107.0,189.45
Control,1,5,1.9,107.2,190.73
Control,1,5,1.9,107.4,192.34
Control,1,5,1.9,107.6,194.15
Control,1,5,1.9,107.8,196.0
Control,1,5,1.9,108.0,197.74
Control,1,5,1.9,108.2,199.27
Control,1,5,1.9,108.4,200.51
Control,1,5,1.9,108.6,201.45
Control,1,5,1.9,108.8,202.14
Control,1,5,1.9,109.0,202.67
Control,1,5,1.9,109.2,203.15
Control,1,5,1.9,109.4,203.74
Control,1,5,1.9,109.6,204.56
Control,1,5,1.9,109.8,205.71
Control,1,5,1.9,110.0,207.26
Control,1,5,1.9,110.2,209.21
Control,1,5,1.9,110.4,211.5
Control,1,5,1.9,110.6,214.03
Control,1,5,1.9,110.8,216.65
Control,1,5,1.9,111.0,219.18
Control,1,5,1.9,111.2,221.46
Control,1,5,1.9,111.4,223.32
Control,1,5,1.9,111.6,224.67
Control,1,5,1.9,111.8,225.45
Control,1,5,1.9,112.0,225.66
Control,1,5,1.9,112.2,225.38
Control,1,5,1.9,112.4,224.71
Control,1,5,1.9,112.6,223.79
Control,1,5,1.9,112.8,222.79
Control,1,5,1.9,113.0,221.84
Control,1,5,1.9,113.2,221.06
Control,1,5,1.9,113.4,220.5
Control,1,5,1.9,113.6,220.17
Control,1,5,1.9,113.8,220.03
Control,1,5,1.9,114.0,219.99
Control,1,5,1.9,114.2,219.92
Control,1,5,1.9,114.4,219.7
Control,1,5,1.9,114.6,219.23
Control,1,5,1.9,114.8,218.42
Control,1,5,1.9,115.0,217.27
Control,1,5,1.9,115.2,215.81
Control,1,5,1.9,115.4,214.15
Control,1,5,1.9,115.6,212.42
Control,1,5,1.9,115.8,210.82
Control,1,5,1.9,116.0,209.55
Control,1,5,1.9,116.2,208.76
Control,1,5,1.9,116.4,208.6
Control,1,5,1.9,116.6,209.14
Control,1,5,1.9,116.8,210.38
Control,1,5,1.9,117.0,212.23
Control,1,5,1.9,117.2,214.56
Control,1,5,1.9,117.4,217.15
Control,1,5,1.9,117.6,219.78
Control,1,5,1.9,117.8,222.24
Control,1,5,1.9,118.0,224.33
Control,1,5,1.9,118.2,225.9
Control,1,5,1.9,118.4,226.91
Control,1,5,1.9,118.6,227.37
Control,1,5,1.9,118.8,227.37
Control,1,5,1.9,119.0,227.08
Control,1,5,1.9,119.2,226.69
Control,1,5,1.9,119.4,226.4
Control,1,5,1.9,119.6,226.4
Control,1,5,1.9,119.8,226.81
Control,1,5,1.9,120.0,227.67
Control,1,5,1.9,120.2,228.95
Control,1,5,1.9,120.4,230.51
Control,1,5,1.9,120.6,232.12
Control,1,5,1.9,120.8,233.51
Control,1,5,1.9,121.0,234.39
Control,1,5,1.9,121.2,234.45
Control,1,5,1.9,121.4,233.46
Control,1,5,1.9,121.6,231.26
Control,1,5,1.9,121.8,227.79
Control,1,5,1.9,122.0,223.1
Control,1,5,1.9,122.2,217.36
Control,1,5,1.9,122.4,210.83
Control,1,5,1.9,122.6,203.84
Control,1,5,1.9,122.8,196.74
Control,1,5,1.9,123.0,189.88
Control,1,5,1.9,123.2,183.56
Control,1,5,1.9,123.4,177.99
Control,1,5,1.9,123.6,173.28
Control,1,5,1.9,123.8,169.45
Control,1,5,1.9,124.0,166.39
Control,1,5,1.9,124.2,163.95
Control,1,5,1.9,124.4,161.88
Control,1,5,1.9,124.6,159.97
Control,1,5,1.9,124.8,158.0
Control,1,5,1.9,125.0,155.83
Control,1,5,1.9,125.2,153.4
Control,1,5,1.9,125.4,150.75
Control,1,5,1.9,125.6,148.03
Control,1,5,1.9,125.8,145.46
Control,1,5,1.9,126.0,143.31
Control,1,5,1.9,126.2,141.89
Control,1,5,1.9,126.4,141.47
Control,1,5,1.9,126.6,142.25
Control,1,5,1.9,126.8,144.34
Control,1,5,1.9,127.0,147.73
Control,1,5,1.9,127.2,152.27
Control,1,5,1.9,127.4,157.7
Control,1,5,1.9,127.6,163.66
Control,1,5,1.9,127.8,169.74
Control,1,5,1.9,128.0,175.49
Control,1,5,1.9,128.2,180.52
Control,1,5,1.9,128.4,184.49
Control,1,5,1.9,128.6,187.18
Control,1,5,1.9,128.8,188.51
Control,1,5,1.9,129.0,188.52
Control,1,5,1.9,129.2,187.39
Control,1,5,1.9,129.4,185.4
Control,1,5,1.9,129.6,182.9
Control,1,5,1.9,129.8,180.25
Control,1,5,1.9,130.0,177.79
Control,1,5,1.9,130.2,175.79
Control,1,5,1.9,130.4,174.41
Control,1,5,1.9,130.6,173.7
Control,1,5,1.9,130.8,173.57
Control,1,5,1.9,131.0,173.81
Control,1,5,1.9,131.2,174.14
Control,1,5,1.9,131.4,174.21
Control,1,5,1.9,131.6,173.66
Control,1,5,1.9,131.8,172.18
Control,1,5,1.9,132.0,169.53
Control,1,5,1.9,132.2,165.58
Control,1,5,1.9,132.4,160.31
Control,1,5,1.9,132.6,153.86
Control,1,5,1.9,132.8,146.47
Control,1,5,1.9,133.0,138.49
Control,1,5,1.9,133.2,130.32
Control,1,5,1.9,133.4,122.38
Control,1,5,1.9,133.6,115.1
Control,1,5,1.9,133.8,108.8
Control,1,5,1.9,134.0,103.77
Control,1,5,1.9,134.2,100.16
Control,1,5,1.9,134.4,98.01
Control,1,5,1.9,134.6,97.26
Control,1,5,1.9,134.8,97.73
Control,1,5,1.9,135.0,99.2
Control,1,5,1.9,135.2,101.38
Control,1,5,1.9,135.4,103.97
Control,1,5,1.9,135.6,106.66
Control,1,5,1.9,135.8,109.2
Control,1,5,1.9,136.0,111.36
Control,1,5,1.9,136.2,112.98
Control,1,5,1.9,136.4,113.96
Control,1,5,1.9,136.6,114.24
Control,1,5,1.9,136.8,113.82
Control,1,5,1.9,137.0,112.73
Control,1,5,1.9,137.2,111.04
Control,1,5,1.9,137.4,108.86
Control,1,5,1.9,137.6,106.3
Control,1,5,1.9,137.8,103.49
Control,1,5,1.9,138.0,100.59
Control,1,5,1.9,138.2,97.76
Control,1,5,1.9,138.4,95.18
Control,1,5,1.9,138.6,93.03
Control,1,5,1.9,138.8,91.47
Control,1,5,1.9,139.0,90.65
Control,1,5,1.9,139.2,90.68
Control,1,5,1.9,139.4,91.61
Control,1,5,1.9,139.6,93.41
Control,1,5,1.9,139.8,95.98
Control,1,5,1.9,140.0,99.11
Control,1,5,1.9,140.2,102.53
Control,1,5,1.9,140.4,105.86
Control,1,5,1.9,140.6,108.72
Control,1,5,1.9,140.8,110.69
Control,1,5,1.9,141.0,111.36
Control,1,5,1.9,141.2,110.43
Control,1,5,1.9,141.4,107.66
Control,1,5,1.9,141.6,102.97
Control,1,5,1.9,141.8,96.44
Control,1,5,1.9,142.0,88.3
Control,1,5,1.9,142.2,78.92
Control,1,5,1.9,142.4,68.81
Control,1,5,1.9,142.6,58.54
Control,1,5,1.9,142.8,48.69
Control,1,5,1.9,143.0,39.84
Control,1,5,1.9,143.2,32.43
Control,1,5,1.9,143.4,26.78
Control,1,5,1.9,143.6,23.03
Control,1,5,1.9,143.8,21.11
Control,1,5,1.9,144.0,20.76
Control,1,5,1.9,144.2,21.57
